actor,target,type
typescript-bot,jozefchutka,issue_commented
MartinJohns,dev-gabriel-henrique,comment
MartinJohns,dev-gabriel-henrique,comment
jcalz,r253hmdryou,comment
RyanCavanaugh,r253hmdryou,comment
RyanCavanaugh,FoundTheWOUT,comment
Andarist,devanshj,comment
AdyaTech,devanshj,comment
niranjannnnn55-bot,devanshj,comment
mkantor,gabriel-h-nx,comment
MartinJohns,gabriel-h-nx,comment
mkantor,gabriel-h-nx,comment
MartinJohns,na7ure-a,comment
Andarist,na7ure-a,comment
JosXa,KnorpelSenf,comment
JosXa,KnorpelSenf,comment
tahanawab4848,KnorpelSenf,comment
Andarist,na7ure-a,comment
RyanCavanaugh,na7ure-a,comment
MartinJohns,paperclover,comment
MartinJohns,jsejcksn,comment
RyanCavanaugh,jsejcksn,comment
RyanCavanaugh,jsejcksn,comment
RyanCavanaugh,ericnorris,comment
RyanCavanaugh,ericnorris,comment
RyanCavanaugh,ericnorris,comment
RyanCavanaugh,ericnorris,comment
copilot-pull-request-reviewer[bot],VanshBD,review
RyanCavanaugh,hesam-oxe,comment
copilot-pull-request-reviewer[bot],hesam-oxe,review
copilot-pull-request-reviewer[bot],jakebailey,review
gabritto,jakebailey,review
typescript-automation[bot],DukeDeSouth,comment
typescript-automation[bot],DukeDeSouth,comment
copilot-pull-request-reviewer[bot],DukeDeSouth,review
RyanCavanaugh,tanushbhootra576,comment
copilot-pull-request-reviewer[bot],tanushbhootra576,review
copilot-pull-request-reviewer[bot],yen0304,review
copilot-pull-request-reviewer[bot],DukeDeSouth,review
copilot-pull-request-reviewer[bot],dependabot[bot],review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
typescript-automation[bot],jakebailey,comment
typescript-bot,jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
MartinJohns,jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
typescript-automation[bot],jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
RyanCavanaugh,jakebailey,review
RyanCavanaugh,Ijtihed,comment
copilot-pull-request-reviewer[bot],Ijtihed,review
RyanCavanaugh,arnavnagzirkar,comment
RyanCavanaugh,harsha-cpp,comment
copilot-pull-request-reviewer[bot],harsha-cpp,review
RyanCavanaugh,godfengliang,comment
copilot-pull-request-reviewer[bot],godfengliang,review
RyanCavanaugh,scarab-systems,comment
copilot-pull-request-reviewer[bot],scarab-systems,review
typescript-bot,driphtyio,comment
typescript-bot,driphtyio,comment
typescript-bot,driphtyio,comment
RyanCavanaugh,driphtyio,comment
copilot-pull-request-reviewer[bot],driphtyio,review
RyanCavanaugh,driphtyio,review
typescript-bot,driphtyio,comment
typescript-bot,driphtyio,comment
MartinJohns,driphtyio,comment
copilot-pull-request-reviewer[bot],driphtyio,review
RyanCavanaugh,xsourabhsharma,comment
copilot-pull-request-reviewer[bot],xsourabhsharma,review
RyanCavanaugh,arnavnagzirkar,comment
typescript-bot,dxbjavid,comment
typescript-bot,dxbjavid,comment
jakebailey,dxbjavid,comment
jakebailey,dxbjavid,comment
RyanCavanaugh,dxbjavid,comment
RyanCavanaugh,dxbjavid,comment
RyanCavanaugh,dxbjavid,comment
copilot-pull-request-reviewer[bot],dxbjavid,review
RyanCavanaugh,driphtyio,comment
copilot-pull-request-reviewer[bot],driphtyio,review
copilot-pull-request-reviewer[bot],dependabot[bot],review
jakebailey,dependabot[bot],review
RyanCavanaugh,arnavnagzirkar,comment
mkantor,arnavnagzirkar,comment
copilot-pull-request-reviewer[bot],arnavnagzirkar,review
typescript-bot,Se3do,comment
typescript-bot,Se3do,comment
copilot-pull-request-reviewer[bot],Se3do,review
copilot-pull-request-reviewer[bot],ibondarenko1,review
copilot-pull-request-reviewer[bot],ibondarenko1,review
RyanCavanaugh,ibondarenko1,review
RyanCavanaugh,ibondarenko1,review
RyanCavanaugh,Se3do,comment
copilot-pull-request-reviewer[bot],Se3do,review
typescript-bot,TxsharDev,comment
typescript-bot,TxsharDev,comment
MartinJohns,TxsharDev,comment
RyanCavanaugh,TxsharDev,comment
copilot-pull-request-reviewer[bot],TxsharDev,review
RyanCavanaugh,arnavnagzirkar,comment
copilot-pull-request-reviewer[bot],arnavnagzirkar,review
MartinJohns,wolfe8105,comment
RyanCavanaugh,wolfe8105,comment
copilot-pull-request-reviewer[bot],wolfe8105,review
MartinJohns,Zelys-DFKH,comment
copilot-pull-request-reviewer[bot],dependabot[bot],review
typescript-bot,driphtyio,comment
typescript-bot,driphtyio,comment
MartinJohns,driphtyio,comment
copilot-pull-request-reviewer[bot],driphtyio,review
RyanCavanaugh,driphtyio,review
RyanCavanaugh,MukundaKatta,comment
RyanCavanaugh,algojogacor,comment
copilot-pull-request-reviewer[bot],algojogacor,review
copilot-pull-request-reviewer[bot],niledas,review
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
DanielRosenwasser,RyanCavanaugh,review
sandersn,RyanCavanaugh,review
typescript-bot,iamdaven,comment
typescript-bot,iamdaven,comment
typescript-bot,iamdaven,comment
RyanCavanaugh,iamdaven,comment
copilot-pull-request-reviewer[bot],iamdaven,review
copilot-pull-request-reviewer[bot],dependabot[bot],review
RyanCavanaugh,popsiclelmlm,comment
copilot-pull-request-reviewer[bot],popsiclelmlm,review
typescript-bot,Lefgk,comment
typescript-bot,Lefgk,comment
MartinJohns,Lefgk,comment
copilot-pull-request-reviewer[bot],Lefgk,review
RyanCavanaugh,Lefgk,review
copilot-pull-request-reviewer[bot],youngspe,review
RyanCavanaugh,youngspe,review
RyanCavanaugh,youngspe,review
typescript-bot,turansky,comment
typescript-bot,turansky,comment
copilot-pull-request-reviewer[bot],turansky,review
RyanCavanaugh,turansky,review
RyanCavanaugh,MukundaKatta,comment
copilot-pull-request-reviewer[bot],MukundaKatta,review
RyanCavanaugh,MukundaKatta,comment
copilot-pull-request-reviewer[bot],MukundaKatta,review
RyanCavanaugh,SkyCoderAakash,comment
copilot-pull-request-reviewer[bot],SkyCoderAakash,review
jakebailey,MukundaKatta,comment
RyanCavanaugh,MukundaKatta,comment
copilot-pull-request-reviewer[bot],MukundaKatta,review
RyanCavanaugh,MukundaKatta,review
RyanCavanaugh,danyalahmed1995,comment
copilot-pull-request-reviewer[bot],danyalahmed1995,review
typescript-bot,ljharb,comment
typescript-bot,ljharb,comment
RyanCavanaugh,ljharb,comment
Renegade334,ljharb,comment
RyanCavanaugh,ljharb,comment
copilot-pull-request-reviewer[bot],ljharb,review
jakebailey,afurm,comment
MartinJohns,jlaportebot,comment
MartinJohns,jlaportebot,comment
copilot-pull-request-reviewer[bot],jlaportebot,review
typescript-bot,orbisai0security,comment
typescript-bot,orbisai0security,comment
jakebailey,orbisai0security,comment
ritschwumm,orbisai0security,comment
RyanCavanaugh,orbisai0security,comment
copilot-pull-request-reviewer[bot],orbisai0security,review
jakebailey,creazyfrog,comment
jakebailey,creazyfrog,comment
RyanCavanaugh,AmSach,comment
RyanCavanaugh,creazyfrog,comment
typescript-bot,creazyfrog,comment
typescript-bot,creazyfrog,comment
zanminkian,RyanCavanaugh,comment
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
DanielRosenwasser,RyanCavanaugh,review
RyanCavanaugh,creazyfrog,comment
RyanCavanaugh,creazyfrog,comment
jakebailey,Scolliq,comment
mkantor,Scolliq,comment
RyanCavanaugh,Scolliq,comment
typescript-bot,slimmii,comment
MartinJohns,SkyCoderAakash,comment
RyanCavanaugh,SkyCoderAakash,review
typescript-bot,3ru,comment
typescript-bot,3ru,comment
copilot-pull-request-reviewer[bot],3ru,review
G-11-P,dependabot[bot],comment
G-11-P,dependabot[bot],review
typescript-bot,Jah-yee,comment
jakebailey,Jah-yee,comment
jakebailey,Jah-yee,comment
jakebailey,Jah-yee,comment
typescript-bot,Jah-yee,comment
jakebailey,Jah-yee,comment
RyanCavanaugh,Jah-yee,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
jakebailey,RyanCavanaugh,review
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
azure-pipelines[bot],typescript-bot,comment
jakebailey,typescript-bot,review
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
typescript-bot,ahejlsberg,comment
copilot-pull-request-reviewer[bot],ahejlsberg,review
RyanCavanaugh,Bodlux,comment
DanielRosenwasser,Bodlux,comment
RyanCavanaugh,Bodlux,comment
typescript-bot,Bodlux,comment
afurm,bwalter007,comment
RyanCavanaugh,bwalter007,comment
RyanCavanaugh,bwalter007,comment
RyanCavanaugh,hijingsong,comment
RyanCavanaugh,SAY-5,comment
typescript-bot,SAY-5,comment
typescript-bot,Nedunchezhiyan-M,comment
RyanCavanaugh,Ankitajainkuniya,comment
RyanCavanaugh,Ankitajainkuniya,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
RyanCavanaugh,typescript-bot,review
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
DanielRosenwasser,RyanCavanaugh,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
RyanCavanaugh,jakebailey,review
DanielRosenwasser,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,0xkhass,comment
copilot-pull-request-reviewer[bot],0xkhass,review
jakebailey,D2758695161,comment
RyanCavanaugh,D2758695161,comment
RyanCavanaugh,bwalter007,comment
jakebailey,bwalter007,comment
RyanCavanaugh,bwalter007,comment
RyanCavanaugh,bwalter007,review
RyanCavanaugh,bwalter007,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
RyanCavanaugh,jakebailey,comment
jakebailey,orbisai0security,comment
copilot-pull-request-reviewer[bot],orbisai0security,review
jakebailey,eps1lon,comment
afurm,eps1lon,comment
copilot-pull-request-reviewer[bot],eps1lon,review
jakebailey,ayushshukla1807,comment
MartinJohns,ayushshukla1807,comment
copilot-pull-request-reviewer[bot],ayushshukla1807,review
RyanCavanaugh,Copilot,review
RyanCavanaugh,Copilot,review
jakebailey,Copilot,review
copilot-pull-request-reviewer[bot],Copilot,review
RyanCavanaugh,typescript-bot,review
RyanCavanaugh,typescript-bot,review
RyanCavanaugh,wdskuki,comment
MartinJohns,CJstate,comment
RyanCavanaugh,CJstate,comment
RyanCavanaugh,dependabot[bot],review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
RyanCavanaugh,Vi-Ku,comment
jakebailey,cyphercodes,comment
RyanCavanaugh,hnshah,comment
copilot-pull-request-reviewer[bot],Copilot,review
jakebailey,Copilot,review
jakebailey,dagecko,comment
jakebailey,wdskuki,comment
jakebailey,wdskuki,comment
RyanCavanaugh,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
jakebailey,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
Andarist,Copilot,review
copilot-pull-request-reviewer[bot],Copilot,review
RyanCavanaugh,Copilot,review
Andarist,Copilot,review
jakebailey,Copilot,review
typescript-bot,ongjin,comment
typescript-bot,buley,comment
copilot-pull-request-reviewer[bot],buley,review
jakebailey,RyanCavanaugh,review
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
RyanCavanaugh,dependabot[bot],review
typescript-bot,WhiteMinds,comment
typescript-bot,ace-tk,comment
typescript-bot,mango766,comment
RyanCavanaugh,dependabot[bot],review
typescript-bot,GokhanKabar,comment
typescript-bot,ekazakov14,comment
typescript-bot,GokhanKabar,comment
MartinJohns,Vikash9546,comment
niranjannnnn55-bot,Vikash9546,comment
copilot-pull-request-reviewer[bot],Vikash9546,review
Renegade334,VedantMadane,comment
typescript-bot,VedantMadane,comment
RyanCavanaugh,VedantMadane,comment
RyanCavanaugh,VedantMadane,comment
MulverineX,VedantMadane,comment
ArshVermaGit,VedantMadane,review
copilot-pull-request-reviewer[bot],VedantMadane,review
afurm,VedantMadane,review
MartinJohns,Vikash9546,comment
typescript-bot,Vikash9546,comment
copilot-pull-request-reviewer[bot],Vikash9546,review
RyanCavanaugh,typescript-bot,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
MartinJohns,phitonias,comment
copilot-pull-request-reviewer[bot],phitonias,review
jakebailey,dependabot[bot],review
jakebailey,srobinson,comment
typescript-bot,umeshmore45,comment
copilot-pull-request-reviewer[bot],umeshmore45,review
copilot-pull-request-reviewer[bot],umeshmore45,review
copilot-pull-request-reviewer[bot],umeshmore45,review
copilot-pull-request-reviewer[bot],umeshmore45,review
DanielRosenwasser,typescript-bot,review
jakebailey,dependabot[bot],comment
jakebailey,dependabot[bot],review
typescript-bot,hamzax180,comment
justingrant,jakebailey,comment
DanielRosenwasser,jakebailey,comment
justingrant,jakebailey,comment
DanielRosenwasser,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,arcanis,comment
typescript-bot,arcanis,comment
RyanCavanaugh,arcanis,comment
copilot-pull-request-reviewer[bot],arcanis,review
jakebailey,arcanis,review
RyanCavanaugh,arcanis,review
jakebailey,arcanis,review
gabritto,arcanis,review
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
jakebailey,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Renegade334,comment
jakebailey,Renegade334,comment
jakebailey,Renegade334,comment
DanielRosenwasser,Renegade334,comment
MartinJohns,Renegade334,comment
jakebailey,Renegade334,comment
jakebailey,Renegade334,review
jakebailey,Renegade334,review
typescript-bot,erdinccurebal,comment
typescript-bot,loganionian,comment
jakebailey,loganionian,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
DanielRosenwasser,jakebailey,review
typescript-bot,hayatexe,comment
Andarist,hayatexe,comment
typescript-bot,hayatexe,comment
typescript-bot,loganionian,comment
typescript-bot,loganionian,comment
typescript-bot,hayatexe,comment
DanielRosenwasser,jakebailey,comment
DanielRosenwasser,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
DanielRosenwasser,jakebailey,review
DanielRosenwasser,jakebailey,review
typescript-bot,Sumit3754,comment
typescript-bot,Sumit3754,comment
DanielRosenwasser,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
jakebailey,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
jakebailey,Copilot,comment
ahejlsberg,Copilot,comment
jakebailey,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
connorshea,Copilot,comment
jakebailey,Copilot,comment
DanielRosenwasser,Copilot,comment
typescript-bot,Copilot,comment
connorshea,Copilot,comment
typescript-bot,Copilot,comment
copilot-pull-request-reviewer[bot],Copilot,review
jakebailey,Copilot,review
copilot-pull-request-reviewer[bot],jakebailey,review
DanielRosenwasser,jakebailey,review
DanielRosenwasser,jakebailey,review
DanielRosenwasser,Copilot,review
copilot-pull-request-reviewer[bot],Copilot,review
jakebailey,Copilot,review
jakebailey,drtootsie,comment
typescript-bot,drtootsie,comment
jakebailey,dependabot[bot],review
typescript-bot,veeceey,comment
typescript-bot,apoorvdarshan,comment
copilot-pull-request-reviewer[bot],apoorvdarshan,review
typescript-bot,fabon-f,comment
jakebailey,fabon-f,review
justingrant,fabon-f,review
jakebailey,fabon-f,review
justingrant,fabon-f,review
jakebailey,fabon-f,review
typescript-bot,Andarist,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
gabritto,jakebailey,review
typescript-bot,suvendukungfu,comment
RyanCavanaugh,suvendukungfu,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,DukeDeSouth,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
jakebailey,dependabot[bot],review
copilot-pull-request-reviewer[bot],jakebailey,review
DanielRosenwasser,jakebailey,review
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
DanielRosenwasser,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Andarist,comment
jakebailey,Andarist,comment
typescript-bot,Andarist,comment
mkantor,DukeDeSouth,comment
DanielRosenwasser,Andarist,comment
DanielRosenwasser,Andarist,comment
DanielRosenwasser,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Jhounx,comment
typescript-bot,Jhounx,comment
MartinJohns,Jhounx,comment
typescript-bot,Jhounx,comment
RyanCavanaugh,Jhounx,comment
typescript-bot,Andarist,comment
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
copilot-pull-request-reviewer[bot],DanielRosenwasser,review
jakebailey,DanielRosenwasser,review
sheetalkamat,DanielRosenwasser,review
jakebailey,DanielRosenwasser,review
sheetalkamat,DanielRosenwasser,review
typescript-bot,Andarist,comment
jakebailey,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
jakebailey,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
typescript-bot,baymer,comment
jakebailey,baymer,comment
typescript-bot,baymer,comment
sheetalkamat,baymer,review
copilot-pull-request-reviewer[bot],jakebailey,review
sheetalkamat,jakebailey,review
sheetalkamat,jakebailey,review
andrewbranch,jakebailey,review
RyanCavanaugh,jakebailey,review
typescript-bot,murataslan1,comment
copilot-pull-request-reviewer[bot],murataslan1,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
robpalme,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
DanielRosenwasser,jakebailey,review
RyanCavanaugh,jakebailey,review
DanielRosenwasser,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
andrewbranch,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
andrewbranch,jakebailey,review
jakebailey,dependabot[bot],review
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
copilot-pull-request-reviewer[bot],DanielRosenwasser,review
RyanCavanaugh,DanielRosenwasser,review
jakebailey,DanielRosenwasser,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
andrewbranch,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
RyanCavanaugh,jakebailey,review
RyanCavanaugh,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
gabritto,jakebailey,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
DanielRosenwasser,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
RyanCavanaugh,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
sheetalkamat,jakebailey,review
weswigham,jakebailey,review
copilot-pull-request-reviewer[bot],jakebailey,review
andrewbranch,jakebailey,review
sheetalkamat,jakebailey,review
RyanCavanaugh,taronsung,comment
typescript-bot,taronsung,comment
vrjordant,taronsung,comment
ArshVermaGit,taronsung,review
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
jakebailey,Andarist,review
jakebailey,Andarist,review
jakebailey,Andarist,review
copilot-pull-request-reviewer[bot],jakebailey,review
sheetalkamat,jakebailey,review
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
typescript-bot,jakebailey,comment
copilot-pull-request-reviewer[bot],jakebailey,review
Andarist,jakebailey,review
RyanCavanaugh,jakebailey,review
Andarist,jakebailey,review
Andarist,jakebailey,review
DanielRosenwasser,jakebailey,review
DanielRosenwasser,jakebailey,review
DanielRosenwasser,jakebailey,review
jakebailey,dependabot[bot],review
copilot-pull-request-reviewer[bot],jakebailey,review
DanielRosenwasser,jakebailey,review
typescript-bot,petamoriken,comment
typescript-bot,petamoriken,comment
pluma,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
typescript-bot,petamoriken,comment
jakebailey,petamoriken,comment
typescript-bot,petamoriken,comment
typescript-bot,petamoriken,comment
typescript-bot,petamoriken,comment
typescript-bot,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,comment
jakebailey,petamoriken,review
jakebailey,petamoriken,review
jakebailey,petamoriken,review
jakebailey,petamoriken,review
jakebailey,petamoriken,review
jakebailey,petamoriken,review
jakebailey,petamoriken,review
DanielRosenwasser,petamoriken,review
DanielRosenwasser,petamoriken,review
jakebailey,petamoriken,review
typescript-bot,jonathantneal,comment
typescript-bot,jonathantneal,comment
typescript-bot,jonathantneal,comment
jakebailey,jonathantneal,comment
typescript-bot,jonathantneal,comment
copilot-pull-request-reviewer[bot],jonathantneal,review
typescript-bot,RyanCavanaugh,comment
jakebailey,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
typescript-bot,RyanCavanaugh,comment
copilot-pull-request-reviewer[bot],RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
sheetalkamat,RyanCavanaugh,review
jakebailey,RyanCavanaugh,review
typescript-bot,aprameyak,comment
jakebailey,aprameyak,comment
jakebailey,aprameyak,comment
andrewbranch,Copilot,comment
andrewbranch,Copilot,comment
andrewbranch,Copilot,comment
andrewbranch,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
andrewbranch,Copilot,review
andrewbranch,Copilot,review
copilot-swe-agent[bot],Copilot,review
andrewbranch,Copilot,review
copilot-swe-agent[bot],Copilot,review
copilot-pull-request-reviewer[bot],Copilot,review
andrewbranch,Copilot,review
copilot-swe-agent[bot],Copilot,review
copilot-swe-agent[bot],Copilot,review
andrewbranch,Copilot,review
andrewbranch,Copilot,review
jakebailey,Copilot,review
sheetalkamat,Copilot,review
andrewbranch,Copilot,review
ahejlsberg,Andarist,comment
gabritto,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
typescript-bot,Andarist,comment
gabritto,Andarist,review
gabritto,Andarist,review
copilot-pull-request-reviewer[bot],DanielRosenwasser,review
jakebailey,DanielRosenwasser,review
typescript-bot,kbrilla,comment
typescript-bot,kbrilla,comment
jakebailey,kbrilla,comment
copilot-pull-request-reviewer[bot],kbrilla,review
copilot-pull-request-reviewer[bot],kbrilla,review
copilot-pull-request-reviewer[bot],DanielRosenwasser,review
RyanCavanaugh,DanielRosenwasser,review
copilot-pull-request-reviewer[bot],DanielRosenwasser,review
jakebailey,DanielRosenwasser,review
jakebailey,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
typescript-bot,Copilot,comment
jakebailey,Copilot,comment
RyanCavanaugh,Copilot,review
copilot-pull-request-reviewer[bot],Copilot,review
jakebailey,Copilot,review
RyanCavanaugh,Copilot,review
copilot-swe-agent[bot],Copilot,review
RyanCavanaugh,o-m12a,review
jakebailey,Copilot,comment
RyanCavanaugh,Copilot,comment
RyanCavanaugh,Copilot,comment
RyanCavanaugh,Copilot,comment
RyanCavanaugh,Copilot,review
copilot-swe-agent[bot],Copilot,review
RyanCavanaugh,Copilot,review
copilot-pull-request-reviewer[bot],Copilot,review
jakebailey,Copilot,review
RyanCavanaugh,Copilot,review
jakebailey,Copilot,review
sheetalkamat,Copilot,review
copilot-swe-agent[bot],Copilot,review
