actor,target,type
edison1105,dos1in,ISSUE_CLOSED_BY_OTHER
Sh1-5,NaN-nan8,COMMENT_ON_ISSUE_OR_PR
Sh1-5,NaN-nan8,COMMENT_ON_ISSUE_OR_PR
Gianthard-cyh,NaN-nan8,COMMENT_ON_ISSUE_OR_PR
Justineo,NaN-nan8,COMMENT_ON_ISSUE_OR_PR
Justineo,NaN-nan8,ISSUE_CLOSED_BY_OTHER
Robind-ev,CaiWenlie,COMMENT_ON_ISSUE_OR_PR
edison1105,CaiWenlie,ISSUE_CLOSED_BY_OTHER
edison1105,jods4,COMMENT_ON_ISSUE_OR_PR
linzhe141,jods4,COMMENT_ON_ISSUE_OR_PR
edison1105,lejunyang,COMMENT_ON_ISSUE_OR_PR
edison1105,lejunyang,ISSUE_CLOSED_BY_OTHER
HaNdTriX,danieldasilva-smake,COMMENT_ON_ISSUE_OR_PR
edison1105,danieldasilva-smake,ISSUE_CLOSED_BY_OTHER
edison1105,miroljub1995,COMMENT_ON_ISSUE_OR_PR
edison1105,miroljub1995,ISSUE_CLOSED_BY_OTHER
edison1105,ZhangWillYu,COMMENT_ON_ISSUE_OR_PR
edison1105,ZhangWillYu,ISSUE_CLOSED_BY_OTHER
edison1105,farcry550,COMMENT_ON_ISSUE_OR_PR
edison1105,farcry550,ISSUE_CLOSED_BY_OTHER
Kanade-Lu,decademoon,COMMENT_ON_ISSUE_OR_PR
edison1105,decademoon,ISSUE_CLOSED_BY_OTHER
th1m0,adamdehaven,COMMENT_ON_ISSUE_OR_PR
edison1105,adamdehaven,ISSUE_CLOSED_BY_OTHER
yyx990803,danielroe,ISSUE_CLOSED_BY_OTHER
yangxiuxiu1115,GuangTom,COMMENT_ON_ISSUE_OR_PR
edison1105,GuangTom,COMMENT_ON_ISSUE_OR_PR
edison1105,GuangTom,ISSUE_CLOSED_BY_OTHER
edison1105,upschk,COMMENT_ON_ISSUE_OR_PR
cernymatej,upschk,COMMENT_ON_ISSUE_OR_PR
mikehwagz,upschk,COMMENT_ON_ISSUE_OR_PR
DanyloIvashev,upschk,COMMENT_ON_ISSUE_OR_PR
Akryum,upschk,COMMENT_ON_ISSUE_OR_PR
Justineo,adamdehaven,COMMENT_ON_ISSUE_OR_PR
Justineo,adamdehaven,COMMENT_ON_ISSUE_OR_PR
Justineo,adamdehaven,COMMENT_ON_ISSUE_OR_PR
edison1105,adamdehaven,ISSUE_CLOSED_BY_OTHER
edison1105,paveloom,COMMENT_ON_ISSUE_OR_PR
edison1105,paveloom,ISSUE_CLOSED_BY_OTHER
jacekkarczmarczyk,jonas-eiselt-fk,COMMENT_ON_ISSUE_OR_PR
edison1105,jonas-eiselt-fk,COMMENT_ON_ISSUE_OR_PR
edison1105,jonas-eiselt-fk,ISSUE_CLOSED_BY_OTHER
edison1105,ilyary,COMMENT_ON_ISSUE_OR_PR
edison1105,ilyary,ISSUE_CLOSED_BY_OTHER
edison1105,luukvnes,COMMENT_ON_ISSUE_OR_PR
edison1105,luukvnes,ISSUE_CLOSED_BY_OTHER
noootwo,billyct,COMMENT_ON_ISSUE_OR_PR
edison1105,jeongtae,COMMENT_ON_ISSUE_OR_PR
alex-snezhko,jeongtae,COMMENT_ON_ISSUE_OR_PR
edison1105,jeongtae,ISSUE_CLOSED_BY_OTHER
edison1105,lejunyang,COMMENT_ON_ISSUE_OR_PR
HaNdTriX,lejunyang,COMMENT_ON_ISSUE_OR_PR
noootwo,SergeiMinaev,COMMENT_ON_ISSUE_OR_PR
edison1105,SergeiMinaev,ISSUE_CLOSED_BY_OTHER
TechQuery,lejunyang,COMMENT_ON_ISSUE_OR_PR
edison1105,lejunyang,ISSUE_CLOSED_BY_OTHER
skirtles-code,tcastelly,COMMENT_ON_ISSUE_OR_PR
zh-lx,GrantGryczan,COMMENT_ON_ISSUE_OR_PR
edison1105,GrantGryczan,COMMENT_ON_ISSUE_OR_PR
yyx990803,GrantGryczan,COMMENT_ON_ISSUE_OR_PR
dukhevych,GrantGryczan,COMMENT_ON_ISSUE_OR_PR
dariasavinova,YiMo1,COMMENT_ON_ISSUE_OR_PR
edison1105,ablipan,COMMENT_ON_ISSUE_OR_PR
edison1105,ablipan,ISSUE_CLOSED_BY_OTHER
babu-ch,office-allow,COMMENT_ON_ISSUE_OR_PR
edison1105,office-allow,ISSUE_CLOSED_BY_OTHER
yyx990803,tirojal,ISSUE_CLOSED_BY_OTHER
edison1105,haykkh,COMMENT_ON_ISSUE_OR_PR
yyx990803,haykkh,ISSUE_CLOSED_BY_OTHER
edison1105,xuncanzhe,COMMENT_ON_ISSUE_OR_PR
edison1105,xuncanzhe,COMMENT_ON_ISSUE_OR_PR
edison1105,xuncanzhe,COMMENT_ON_ISSUE_OR_PR
edison1105,xuncanzhe,ISSUE_CLOSED_BY_OTHER
Alfred-Skyblue,TryChai,COMMENT_ON_ISSUE_OR_PR
Alfred-Skyblue,TryChai,ISSUE_CLOSED_BY_OTHER
edison1105,zhiyuanzmj,ISSUE_CLOSED_BY_OTHER
edison1105,DobbyFanbase,COMMENT_ON_ISSUE_OR_PR
edison1105,DobbyFanbase,COMMENT_ON_ISSUE_OR_PR
edison1105,DobbyFanbase,COMMENT_ON_ISSUE_OR_PR
FxLsoft,Llois41,COMMENT_ON_ISSUE_OR_PR
edison1105,Llois41,COMMENT_ON_ISSUE_OR_PR
FxLsoft,Llois41,COMMENT_ON_ISSUE_OR_PR
edison1105,Llois41,COMMENT_ON_ISSUE_OR_PR
FxLsoft,Llois41,COMMENT_ON_ISSUE_OR_PR
edison1105,Llois41,COMMENT_ON_ISSUE_OR_PR
FxLsoft,Llois41,COMMENT_ON_ISSUE_OR_PR
yyx990803,Llois41,ISSUE_CLOSED_BY_OTHER
skirtles-code,huodoushigemi,COMMENT_ON_ISSUE_OR_PR
yyx990803,huodoushigemi,COMMENT_ON_ISSUE_OR_PR
yyx990803,huodoushigemi,ISSUE_CLOSED_BY_OTHER
edison1105,voidfeng,COMMENT_ON_ISSUE_OR_PR
edison1105,voidfeng,ISSUE_CLOSED_BY_OTHER
yyx990803,aKzenT,ISSUE_CLOSED_BY_OTHER
KazariEX,dabernathy89,COMMENT_ON_ISSUE_OR_PR
jh-leong,florian-g2,COMMENT_ON_ISSUE_OR_PR
jh-leong,florian-g2,ISSUE_CLOSED_BY_OTHER
edison1105,chenendian,COMMENT_ON_ISSUE_OR_PR
edison1105,chenendian,COMMENT_ON_ISSUE_OR_PR
edison1105,chenendian,ISSUE_CLOSED_BY_OTHER
edison1105,p3k,COMMENT_ON_ISSUE_OR_PR
edison1105,p3k,ISSUE_CLOSED_BY_OTHER
edison1105,Mini-ghost,COMMENT_ON_ISSUE_OR_PR
yyx990803,Mini-ghost,ISSUE_CLOSED_BY_OTHER
sqal,hfyZone,COMMENT_ON_ISSUE_OR_PR
edison1105,hfyZone,COMMENT_ON_ISSUE_OR_PR
edison1105,hfyZone,ISSUE_CLOSED_BY_OTHER
edison1105,ZhenyaUsenko,COMMENT_ON_ISSUE_OR_PR
edison1105,ZhenyaUsenko,COMMENT_ON_ISSUE_OR_PR
edison1105,ZhenyaUsenko,ISSUE_CLOSED_BY_OTHER
edison1105,HaceraI,COMMENT_ON_ISSUE_OR_PR
YiMo1,guaijie,COMMENT_ON_ISSUE_OR_PR
johnsoncodehk,Snack-X,COMMENT_ON_ISSUE_OR_PR
johnsoncodehk,Snack-X,ISSUE_CLOSED_BY_OTHER
edison1105,femans,COMMENT_ON_ISSUE_OR_PR
YiMo1,femans,COMMENT_ON_ISSUE_OR_PR
edison1105,femans,COMMENT_ON_ISSUE_OR_PR
edison1105,femans,ISSUE_CLOSED_BY_OTHER
yyx990803,mefcorvi,ISSUE_CLOSED_BY_OTHER
edison1105,DrWarpMan,COMMENT_ON_ISSUE_OR_PR
edison1105,DrWarpMan,COMMENT_ON_ISSUE_OR_PR
paul-thebaud,DrWarpMan,COMMENT_ON_ISSUE_OR_PR
YiuYoung,DrWarpMan,COMMENT_ON_ISSUE_OR_PR
edison1105,minaXU,COMMENT_ON_ISSUE_OR_PR
linzhe141,minaXU,COMMENT_ON_ISSUE_OR_PR
chibx,minaXU,COMMENT_ON_ISSUE_OR_PR
edison1105,minaXU,COMMENT_ON_ISSUE_OR_PR
edison1105,minaXU,ISSUE_CLOSED_BY_OTHER
jh-leong,ludwig801,COMMENT_ON_ISSUE_OR_PR
jh-leong,ludwig801,COMMENT_ON_ISSUE_OR_PR
jh-leong,ludwig801,COMMENT_ON_ISSUE_OR_PR
jh-leong,ludwig801,ISSUE_CLOSED_BY_OTHER
edison1105,garrettzxd,COMMENT_ON_ISSUE_OR_PR
edison1105,garrettzxd,ISSUE_CLOSED_BY_OTHER
edison1105,maxbogue,COMMENT_ON_ISSUE_OR_PR
edison1105,maxbogue,ISSUE_CLOSED_BY_OTHER
edison1105,ysswebdev,COMMENT_ON_ISSUE_OR_PR
ferferga,ysswebdev,COMMENT_ON_ISSUE_OR_PR
edison1105,ysswebdev,COMMENT_ON_ISSUE_OR_PR
edison1105,ysswebdev,COMMENT_ON_ISSUE_OR_PR
edison1105,ysswebdev,COMMENT_ON_ISSUE_OR_PR
edison1105,ysswebdev,ISSUE_CLOSED_BY_OTHER
KamilOcean,Mefinst,COMMENT_ON_ISSUE_OR_PR
edison1105,jacobg,COMMENT_ON_ISSUE_OR_PR
edison1105,jacobg,COMMENT_ON_ISSUE_OR_PR
edison1105,jacobg,COMMENT_ON_ISSUE_OR_PR
Justineo,Maxttier,COMMENT_ON_ISSUE_OR_PR
Justineo,Maxttier,ISSUE_CLOSED_BY_OTHER
edison1105,steven-klein,COMMENT_ON_ISSUE_OR_PR
jh-leong,kristijan11b,COMMENT_ON_ISSUE_OR_PR
edison1105,Deuscx,COMMENT_ON_ISSUE_OR_PR
edison1105,Deuscx,ISSUE_CLOSED_BY_OTHER
edison1105,richardsimko,COMMENT_ON_ISSUE_OR_PR
KazariEX,richardsimko,COMMENT_ON_ISSUE_OR_PR
KazariEX,richardsimko,ISSUE_CLOSED_BY_OTHER
edison1105,larsmyrup,COMMENT_ON_ISSUE_OR_PR
edison1105,larsmyrup,ISSUE_CLOSED_BY_OTHER
edison1105,dongj0316,COMMENT_ON_ISSUE_OR_PR
edison1105,dongj0316,ISSUE_CLOSED_BY_OTHER
edison1105,LoTwT,ISSUE_CLOSED_BY_OTHER
yyx990803,angelov-a,ISSUE_CLOSED_BY_OTHER
edison1105,zhangmo8,COMMENT_ON_ISSUE_OR_PR
edison1105,zyyv,COMMENT_ON_ISSUE_OR_PR
jh-leong,zjpzjp,COMMENT_ON_ISSUE_OR_PR
jh-leong,zjpzjp,ISSUE_CLOSED_BY_OTHER
jh-leong,daihuabin,COMMENT_ON_ISSUE_OR_PR
jh-leong,daihuabin,COMMENT_ON_ISSUE_OR_PR
jh-leong,daihuabin,ISSUE_CLOSED_BY_OTHER
edison1105,JoCa96,ISSUE_CLOSED_BY_OTHER
edison1105,Ericlm,COMMENT_ON_ISSUE_OR_PR
jh-leong,TryChai,ISSUE_CLOSED_BY_OTHER
skirtles-code,TryChai,COMMENT_ON_ISSUE_OR_PR
edison1105,TryChai,COMMENT_ON_ISSUE_OR_PR
edison1105,TryChai,ISSUE_CLOSED_BY_OTHER
edison1105,VividLemon,COMMENT_ON_ISSUE_OR_PR
edison1105,eeee-creator,COMMENT_ON_ISSUE_OR_PR
alex-snezhko,eeee-creator,COMMENT_ON_ISSUE_OR_PR
edison1105,LoTwT,COMMENT_ON_ISSUE_OR_PR
edison1105,LoTwT,ISSUE_CLOSED_BY_OTHER
edison1105,softwareCobbler,COMMENT_ON_ISSUE_OR_PR
edison1105,softwareCobbler,ISSUE_CLOSED_BY_OTHER
jacksongross,lacherogwu,COMMENT_ON_ISSUE_OR_PR
KazariEX,lacherogwu,COMMENT_ON_ISSUE_OR_PR
lejunyang,Gabrieltrinidad0101,COMMENT_ON_ISSUE_OR_PR
LinusBorg,Gabrieltrinidad0101,ISSUE_CLOSED_BY_OTHER
patroza,DrWarpMan,COMMENT_ON_ISSUE_OR_PR
KazariEX,DrWarpMan,ISSUE_CLOSED_BY_OTHER
yyx990803,lejunyang,ISSUE_CLOSED_BY_OTHER
DENCREAT,silencerspirit,COMMENT_ON_ISSUE_OR_PR
jh-leong,silencerspirit,COMMENT_ON_ISSUE_OR_PR
DENCREAT,silencerspirit,COMMENT_ON_ISSUE_OR_PR
DENCREAT,silencerspirit,COMMENT_ON_ISSUE_OR_PR
jh-leong,silencerspirit,COMMENT_ON_ISSUE_OR_PR
tomtheisen,silencerspirit,COMMENT_ON_ISSUE_OR_PR
DENCREAT,silencerspirit,COMMENT_ON_ISSUE_OR_PR
tomtheisen,silencerspirit,COMMENT_ON_ISSUE_OR_PR
DENCREAT,silencerspirit,COMMENT_ON_ISSUE_OR_PR
tomtheisen,silencerspirit,COMMENT_ON_ISSUE_OR_PR
jh-leong,andreww2012,COMMENT_ON_ISSUE_OR_PR
ronleeon,JiangBei007,COMMENT_ON_ISSUE_OR_PR
y1324,JiangBei007,COMMENT_ON_ISSUE_OR_PR
fuyoo,JiangBei007,COMMENT_ON_ISSUE_OR_PR
yyx990803,JiangBei007,ISSUE_CLOSED_BY_OTHER
jh-leong,self-imrovement,COMMENT_ON_ISSUE_OR_PR
jh-leong,self-imrovement,COMMENT_ON_ISSUE_OR_PR
jh-leong,self-imrovement,ISSUE_CLOSED_BY_OTHER
Ice-Hazymoon,denghui1010,COMMENT_ON_ISSUE_OR_PR
edison1105,denghui1010,ISSUE_CLOSED_BY_OTHER
edison1105,shining-mind,COMMENT_ON_ISSUE_OR_PR
edison1105,shining-mind,ISSUE_CLOSED_BY_OTHER
edison1105,miroljub1995,COMMENT_ON_ISSUE_OR_PR
ferferga,miroljub1995,COMMENT_ON_ISSUE_OR_PR
edison1105,miroljub1995,COMMENT_ON_ISSUE_OR_PR
ferferga,miroljub1995,COMMENT_ON_ISSUE_OR_PR
yyx990803,miroljub1995,ISSUE_CLOSED_BY_OTHER
jh-leong,apichler-druck-at,COMMENT_ON_ISSUE_OR_PR
edison1105,apichler-druck-at,COMMENT_ON_ISSUE_OR_PR
edison1105,apichler-druck-at,ISSUE_CLOSED_BY_OTHER
jh-leong,nurgeldiserikbay,COMMENT_ON_ISSUE_OR_PR
skirtles-code,nurgeldiserikbay,COMMENT_ON_ISSUE_OR_PR
github-actions[bot],nurgeldiserikbay,ISSUE_CLOSED_BY_OTHER
edison1105,matej-svejda,COMMENT_ON_ISSUE_OR_PR
edison1105,matej-svejda,ISSUE_CLOSED_BY_OTHER
edison1105,OrbisK,COMMENT_ON_ISSUE_OR_PR
rstoenescu,OrbisK,COMMENT_ON_ISSUE_OR_PR
rstoenescu,OrbisK,COMMENT_ON_ISSUE_OR_PR
edison1105,OrbisK,ISSUE_CLOSED_BY_OTHER
edison1105,lelmestour,COMMENT_ON_ISSUE_OR_PR
yyx990803,lelmestour,ISSUE_CLOSED_BY_OTHER
edison1105,arnesten,COMMENT_ON_ISSUE_OR_PR
yyx990803,arnesten,ISSUE_CLOSED_BY_OTHER
edison1105,jenjohmar,COMMENT_ON_ISSUE_OR_PR
edison1105,jenjohmar,ISSUE_CLOSED_BY_OTHER
yyx990803,WIStudent,ISSUE_CLOSED_BY_OTHER
jh-leong,cloydlau,COMMENT_ON_ISSUE_OR_PR
jh-leong,cloydlau,COMMENT_ON_ISSUE_OR_PR
jh-leong,cloydlau,COMMENT_ON_ISSUE_OR_PR
jh-leong,cloydlau,ISSUE_CLOSED_BY_OTHER
edison1105,Ingramz,COMMENT_ON_ISSUE_OR_PR
skirtles-code,ericgll,COMMENT_ON_ISSUE_OR_PR
edison1105,ericgll,COMMENT_ON_ISSUE_OR_PR
edison1105,ericgll,ISSUE_CLOSED_BY_OTHER
edison1105,lennartbuit,COMMENT_ON_ISSUE_OR_PR
yyx990803,07akioni,ISSUE_CLOSED_BY_OTHER
edison1105,zhangenming,COMMENT_ON_ISSUE_OR_PR
edison1105,zhangenming,ISSUE_CLOSED_BY_OTHER
edison1105,Banana-energy,COMMENT_ON_ISSUE_OR_PR
yyx990803,Banana-energy,COMMENT_ON_ISSUE_OR_PR
yyx990803,Banana-energy,ISSUE_CLOSED_BY_OTHER
yyx990803,jdnz,ISSUE_CLOSED_BY_OTHER
yangliguo7,scottbedard,COMMENT_ON_ISSUE_OR_PR
KazariEX,darkbasic,COMMENT_ON_ISSUE_OR_PR
KazariEX,darkbasic,COMMENT_ON_ISSUE_OR_PR
edison1105,tkalmar,COMMENT_ON_ISSUE_OR_PR
yyx990803,yodakaEngineer,ISSUE_CLOSED_BY_OTHER
yyx990803,YaredFall,ISSUE_CLOSED_BY_OTHER
jh-leong,hivokas,COMMENT_ON_ISSUE_OR_PR
skirtles-code,hivokas,COMMENT_ON_ISSUE_OR_PR
lukaszarpak,hivokas,COMMENT_ON_ISSUE_OR_PR
lukaszarpak,hivokas,COMMENT_ON_ISSUE_OR_PR
skirtles-code,hivokas,COMMENT_ON_ISSUE_OR_PR
jh-leong,hivokas,ISSUE_CLOSED_BY_OTHER
edison1105,iammola,COMMENT_ON_ISSUE_OR_PR
edison1105,iammola,ISSUE_CLOSED_BY_OTHER
edison1105,tiredenzo,COMMENT_ON_ISSUE_OR_PR
edison1105,baubie,COMMENT_ON_ISSUE_OR_PR
yyx990803,baubie,ISSUE_CLOSED_BY_OTHER
Tofandel,jcarlosroldan,COMMENT_ON_ISSUE_OR_PR
edison1105,jcarlosroldan,COMMENT_ON_ISSUE_OR_PR
edison1105,GarreltMock,ISSUE_CLOSED_BY_OTHER
KazariEX,tomtheisen,COMMENT_ON_ISSUE_OR_PR
edison1105,tomtheisen,COMMENT_ON_ISSUE_OR_PR
Justineo,tomtheisen,COMMENT_ON_ISSUE_OR_PR
KazariEX,tomtheisen,COMMENT_ON_ISSUE_OR_PR
KazariEX,tomtheisen,COMMENT_ON_ISSUE_OR_PR
Kennedy242,tomtheisen,COMMENT_ON_ISSUE_OR_PR
aelgn,tomtheisen,COMMENT_ON_ISSUE_OR_PR
mojoalan,tomtheisen,COMMENT_ON_ISSUE_OR_PR
mojoalan,tomtheisen,COMMENT_ON_ISSUE_OR_PR
xdannyrobertsx,tomtheisen,COMMENT_ON_ISSUE_OR_PR
HarbourDesign,tomtheisen,COMMENT_ON_ISSUE_OR_PR
brc-dd,tomtheisen,COMMENT_ON_ISSUE_OR_PR
tac11tac,tomtheisen,COMMENT_ON_ISSUE_OR_PR
JoelTrain,tomtheisen,COMMENT_ON_ISSUE_OR_PR
aelgn,tomtheisen,COMMENT_ON_ISSUE_OR_PR
edison1105,scw919,COMMENT_ON_ISSUE_OR_PR
edison1105,scw919,ISSUE_CLOSED_BY_OTHER
linzhe141,Yaro77,COMMENT_ON_ISSUE_OR_PR
edison1105,Yaro77,ISSUE_CLOSED_BY_OTHER
ghost,skirtles-code,COMMENT_ON_ISSUE_OR_PR
yyx990803,skirtles-code,ISSUE_CLOSED_BY_OTHER
edison1105,mahnunchik,COMMENT_ON_ISSUE_OR_PR
Justineo,mahnunchik,COMMENT_ON_ISSUE_OR_PR
edison1105,mahnunchik,ISSUE_CLOSED_BY_OTHER
yyx990803,ghost,ISSUE_CLOSED_BY_OTHER
yyx990803,minht11,ISSUE_CLOSED_BY_OTHER
yyx990803,DamianGlowala,ISSUE_CLOSED_BY_OTHER
yyx990803,twisterniq,COMMENT_ON_ISSUE_OR_PR
KazariEX,twisterniq,COMMENT_ON_ISSUE_OR_PR
yyx990803,twisterniq,ISSUE_CLOSED_BY_OTHER
edison1105,iammola,COMMENT_ON_ISSUE_OR_PR
jh-leong,iammola,COMMENT_ON_ISSUE_OR_PR
edison1105,iammola,ISSUE_CLOSED_BY_OTHER
yyx990803,inctec-leo,ISSUE_CLOSED_BY_OTHER
edison1105,MariuzM,COMMENT_ON_ISSUE_OR_PR
edison1105,zixiao144,COMMENT_ON_ISSUE_OR_PR
yyx990803,zixiao144,COMMENT_ON_ISSUE_OR_PR
yyx990803,zixiao144,ISSUE_CLOSED_BY_OTHER
edison1105,liqueflies,COMMENT_ON_ISSUE_OR_PR
yyx990803,liqueflies,ISSUE_CLOSED_BY_OTHER
yyx990803,skirtles-code,ISSUE_CLOSED_BY_OTHER
yyx990803,posva,COMMENT_ON_ISSUE_OR_PR
yyx990803,posva,ISSUE_CLOSED_BY_OTHER
edison1105,OrbisK,COMMENT_ON_ISSUE_OR_PR
edison1105,OrbisK,COMMENT_ON_ISSUE_OR_PR
edison1105,OrbisK,ISSUE_CLOSED_BY_OTHER
yangxiuxiu1115,danijar,COMMENT_ON_ISSUE_OR_PR
linzhe141,guaijie,COMMENT_ON_ISSUE_OR_PR
Justineo,guaijie,COMMENT_ON_ISSUE_OR_PR
Justineo,guaijie,COMMENT_ON_ISSUE_OR_PR
edison1105,guaijie,COMMENT_ON_ISSUE_OR_PR
Justineo,guaijie,COMMENT_ON_ISSUE_OR_PR
Justineo,guaijie,ISSUE_CLOSED_BY_OTHER
seanogdev,panstromek,COMMENT_ON_ISSUE_OR_PR
edison1105,panstromek,COMMENT_ON_ISSUE_OR_PR
yyx990803,panstromek,COMMENT_ON_ISSUE_OR_PR
angelov-a,panstromek,COMMENT_ON_ISSUE_OR_PR
angelov-a,panstromek,COMMENT_ON_ISSUE_OR_PR
yyx990803,panstromek,ISSUE_CLOSED_BY_OTHER
edison1105,agileago,COMMENT_ON_ISSUE_OR_PR
yyx990803,agileago,ISSUE_CLOSED_BY_OTHER
yyx990803,skirtles-code,ISSUE_CLOSED_BY_OTHER
yyx990803,mgibas,ISSUE_CLOSED_BY_OTHER
edison1105,Vanilagy,COMMENT_ON_ISSUE_OR_PR
edison1105,Vanilagy,COMMENT_ON_ISSUE_OR_PR
yyx990803,Vanilagy,COMMENT_ON_ISSUE_OR_PR
yyx990803,Vanilagy,ISSUE_CLOSED_BY_OTHER
jh-leong,sigma-plus,COMMENT_ON_ISSUE_OR_PR
edison1105,sigma-plus,COMMENT_ON_ISSUE_OR_PR
jh-leong,sigma-plus,ISSUE_CLOSED_BY_OTHER
edison1105,logotip4ik,COMMENT_ON_ISSUE_OR_PR
davidagitlen,solesonicsteph,COMMENT_ON_ISSUE_OR_PR
edison1105,solesonicsteph,COMMENT_ON_ISSUE_OR_PR
JimmyPez,solesonicsteph,COMMENT_ON_ISSUE_OR_PR
danjchoi,solesonicsteph,COMMENT_ON_ISSUE_OR_PR
yyx990803,solesonicsteph,ISSUE_CLOSED_BY_OTHER
yyx990803,dev-at-sevenlab-nl,ISSUE_CLOSED_BY_OTHER
linzhe141,Dchih,COMMENT_ON_ISSUE_OR_PR
edison1105,Dchih,COMMENT_ON_ISSUE_OR_PR
posva,Dchih,ISSUE_CLOSED_BY_OTHER
yyx990803,ghost,ISSUE_CLOSED_BY_OTHER
KazariEX,cathrinevaage,COMMENT_ON_ISSUE_OR_PR
edison1105,cathrinevaage,COMMENT_ON_ISSUE_OR_PR
KazariEX,cathrinevaage,COMMENT_ON_ISSUE_OR_PR
KazariEX,cathrinevaage,COMMENT_ON_ISSUE_OR_PR
KazariEX,cathrinevaage,COMMENT_ON_ISSUE_OR_PR
yyx990803,kazvaggos,ISSUE_CLOSED_BY_OTHER
edison1105,pmengy,COMMENT_ON_ISSUE_OR_PR
edison1105,pmengy,ISSUE_CLOSED_BY_OTHER
edison1105,GHOST-1581,COMMENT_ON_ISSUE_OR_PR
edison1105,GHOST-1581,ISSUE_CLOSED_BY_OTHER
KazariEX,Zheng-Changfu,COMMENT_ON_ISSUE_OR_PR
edison1105,GHOST-1581,COMMENT_ON_ISSUE_OR_PR
Justineo,GHOST-1581,COMMENT_ON_ISSUE_OR_PR
Justineo,GHOST-1581,ISSUE_CLOSED_BY_OTHER
edison1105,guda-art,COMMENT_ON_ISSUE_OR_PR
jh-leong,guda-art,COMMENT_ON_ISSUE_OR_PR
andreasgangso,guda-art,COMMENT_ON_ISSUE_OR_PR
yyx990803,wells1013,ISSUE_CLOSED_BY_OTHER
yyx990803,skirtles-code,ISSUE_CLOSED_BY_OTHER
linzhe141,guaijie,COMMENT_ON_ISSUE_OR_PR
edison1105,guaijie,COMMENT_ON_ISSUE_OR_PR
edison1105,guaijie,ISSUE_CLOSED_BY_OTHER
Justineo,guaijie,COMMENT_ON_ISSUE_OR_PR
Gianthard-cyh,guaijie,COMMENT_ON_ISSUE_OR_PR
Justineo,guaijie,COMMENT_ON_ISSUE_OR_PR
Justineo,guaijie,ISSUE_CLOSED_BY_OTHER
Gianthard-cyh,lqx19930505,COMMENT_ON_ISSUE_OR_PR
jh-leong,lqx19930505,COMMENT_ON_ISSUE_OR_PR
jh-leong,lqx19930505,ISSUE_CLOSED_BY_OTHER
LinusBorg,bosens-China,COMMENT_ON_ISSUE_OR_PR
LinusBorg,bosens-China,ISSUE_CLOSED_BY_OTHER
edison1105,xak2000,COMMENT_ON_ISSUE_OR_PR
jh-leong,xak2000,COMMENT_ON_ISSUE_OR_PR
jh-leong,xak2000,COMMENT_ON_ISSUE_OR_PR
178me,xak2000,COMMENT_ON_ISSUE_OR_PR
skirtles-code,nine-fox,COMMENT_ON_ISSUE_OR_PR
edison1105,nine-fox,COMMENT_ON_ISSUE_OR_PR
edison1105,nine-fox,ISSUE_CLOSED_BY_OTHER
skirtles-code,Atw-Lee,COMMENT_ON_ISSUE_OR_PR
edison1105,olgaDorio,COMMENT_ON_ISSUE_OR_PR
edison1105,olgaDorio,ISSUE_CLOSED_BY_OTHER
yyx990803,fabkho,ISSUE_CLOSED_BY_OTHER
aurelsserban,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yysanf,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yyx990803,ftrsoft,COMMENT_ON_ISSUE_OR_PR
aurelsserban,ftrsoft,COMMENT_ON_ISSUE_OR_PR
konstantin-karlovich-unbiased-co-uk,ftrsoft,COMMENT_ON_ISSUE_OR_PR
agracia-foticos,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yyx990803,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yyx990803,ftrsoft,COMMENT_ON_ISSUE_OR_PR
konstantin-karlovich-unbiased-co-uk,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yyx990803,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yyx990803,ftrsoft,COMMENT_ON_ISSUE_OR_PR
skirtles-code,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
edison1105,ftrsoft,COMMENT_ON_ISSUE_OR_PR
yyx990803,ftrsoft,ISSUE_CLOSED_BY_OTHER
edison1105,angelov-a,COMMENT_ON_ISSUE_OR_PR
yyx990803,angelov-a,ISSUE_CLOSED_BY_OTHER
edison1105,bayun2,COMMENT_ON_ISSUE_OR_PR
edison1105,bayun2,COMMENT_ON_ISSUE_OR_PR
edison1105,bayun2,ISSUE_CLOSED_BY_OTHER
jh-leong,HassanDomeDenea,COMMENT_ON_ISSUE_OR_PR
Nine-eleven,HassanDomeDenea,COMMENT_ON_ISSUE_OR_PR
alex-snezhko,HassanDomeDenea,COMMENT_ON_ISSUE_OR_PR
KazariEX,HassanDomeDenea,ISSUE_CLOSED_BY_OTHER
Tofandel,zhaojjiang,COMMENT_ON_ISSUE_OR_PR
Justineo,zhaojjiang,COMMENT_ON_ISSUE_OR_PR
