actor,target,type
copilot-pull-request-reviewer[bot],RyanCavanaugh,PR_REVIEW_OR_APPROVAL
DanielRosenwasser,RyanCavanaugh,PR_REVIEW_OR_APPROVAL
RyanCavanaugh,Se3do,COMMENT_ON_ISSUE_OR_PR
copilot-pull-request-reviewer[bot],Se3do,PR_REVIEW_OR_APPROVAL
RyanCavanaugh,AmSach,COMMENT_ON_ISSUE_OR_PR
typescript-bot,Se3do,COMMENT_ON_ISSUE_OR_PR
typescript-bot,Se3do,COMMENT_ON_ISSUE_OR_PR
copilot-pull-request-reviewer[bot],Se3do,PR_REVIEW_OR_APPROVAL
G-11-P,dependabot[bot],COMMENT_ON_ISSUE_OR_PR
typescript-bot,TxsharDev,COMMENT_ON_ISSUE_OR_PR
typescript-bot,TxsharDev,COMMENT_ON_ISSUE_OR_PR
MartinJohns,TxsharDev,COMMENT_ON_ISSUE_OR_PR
RyanCavanaugh,TxsharDev,COMMENT_ON_ISSUE_OR_PR
afurm,bwalter007,COMMENT_ON_ISSUE_OR_PR
RyanCavanaugh,bwalter007,COMMENT_ON_ISSUE_OR_PR
RyanCavanaugh,bwalter007,COMMENT_ON_ISSUE_OR_PR
G-11-P,dependabot[bot],PR_REVIEW_OR_APPROVAL
copilot-pull-request-reviewer[bot],TxsharDev,PR_REVIEW_OR_APPROVAL
RyanCavanaugh,typescript-bot,PR_REVIEW_OR_APPROVAL
jakebailey,typescript-bot,PR_MERGE
